Tweet_lemmatized
"['📍', 'minneapolis\n🗣️', 'fredtjoseph', 'httpstcolntokygug']"
"['rt', 'blackbird', 'juneteenth', 'celebration', 'it’s', 'freedom', 'within', 'freedom', 'joy\n\nblackjoy', 'form', 'resistance…']"
"['rt', 'twittertogether', 'juneteenth', 'represents', 'freedom', 'emancipation', 'liberation\n\nto', 'celebrate', 'juneteenth', 'know', 'black', 'history', 'its…']"
['httpstcodwfxqvy']
"['today', 'juneteenth\xa0\n\nwe’re', 'honored', 'opalayo', 'one', 'three', 'black', 'woman', 'cofounded…', 'httpstcozuwfrqwkqj']"
"['maialanai', 'blessed']"
"['add', 'voice', 'conversation', 'timeline', 'using', 'lists\n\nyou', 'now\n👉', 'make', 'list\n👉', 'discover', 'lists\n👉', 'f…', 'httpstcociassstfrj']"
"['tweet', 'audio', 'rolling', 'io', 'one', 'thing', 'say', 'httpstcoczvqcfow']"
"['tweet', 'tweet', 'tweet', 'voice\n\nrolling', 'today', 'io', 'record', 'tweet', 'wi…', 'httpstcogwnatts']"
"['stay', 'loud']"
"['rt', 'blackbird', 'there', 'power', 'healing\ntheres', 'power', 'voices\ntheres', 'power', 'platforms\n\nweve', 'curated', 'thread', 'thread', '…']"
"['rt', 'jack', 'twitter', 'square', 'making', 'juneteenth', 'june', 'th', 'company', 'holiday', 'u', 'forevermore', 'day', 'celebration', 'educa…']"
"['rt', 'twitteropen', 'bold\nwe', 'brave\nwe', 'empowered\n\nwe', 'alwaysproud', 'httpstcolvqzqlws']"
"['rt', 'blackbird', 'find', 'need', 'help', 'collection', 'resource', 'advice', 'designed', 'support', 'mental', 'health…']"
"['rt', 'twittersupport', 'follow', 'what’s', 'happening', 'real', 'time', 'tap', '✨', 'located', 'right', 'home', 'timeline', 'change', 'seeing…']"
"['rt', 'twittertogether', 'racism', 'adhere', 'social', 'distancing\n\namid', 'already', 'growing', 'fear', 'uncertainty', 'around', 'pandemic', 'this…']"
"['aishadiallo', 'draft', 'called', 'draft', 'reason']"
"['myrabenitez', 'idaho']"
"['raychjackson', 'well', 'actually']"
"['bertybrates', 'yes', 'httpstcooyesrsrf']"
"['brandyljensen', 'shortcut', 'life', 'shortcut', 'twitter']"
"['nasa', 'date']"
"['nasa', 'sooo', 'mar', '🥺👉👈']"
"['nasa', 'hows', 'wifi', 'also', 'whats', 'favorite', 'space', 'snack']"
"['nasa', 'tweeting', 'earth', 'whats']"
['nasa']
"['reply', 'there’s', 'better', 'app']"
"['testing', 'testing\n\na', 'way', 'convo', 'exactly', 'want', 'we’re', 'starting', 'small', '', 'globally', 's…', 'httpstcognxtkzvba']"
"['gracespelman', 'well', 'better']"
"['wildflowersafi', 'harry', 'said', 'timeline', 'takeover']"
"['laonair', 'felt']"
"['charisesowells', 'international', 'fee']"
"['alexisscorner', 'correct']"
"['murdeeezy', 'love', 'book']"
"['debusscherelea', 'wine', 'cork']"
"['coplimited', 'generous']"
"['jweber', 'pour']"
"['japaman', 'mind']"
"['tamudabianca', 'get']"
"['lebrawngainz', 'envelope', 'wine']"
"['chadfelixg', 'go', 'head']"
"['wineoperator', 'going', 'need', 'wine']"
"['gguksbubbletea', 'case', 'closed']"
"['planet', 'perfect', 'pairing']"
"['fiameemperor', 'whatever', 'get', 'day']"
"['seasnal', 'dinner']"
"['bubiboy', 'httpstcoapzwtiwx']"
"['jaredbrecher', 'house', 'wine']"
['wine']
"['don’t', 'miss', 'tweet', 'tweet', '\n\nnow', 'io', 'see', 'retweets', 'comment', 'one', 'place', 'httpstcooanjzfzcy']"
"['frankykilungu', 'always', 'right']"
"['dnatural', 'httpstcofaxddbahjt']"
"['mayankchat', 'mom', 'everywhere', 'right', 'first', 'time']"
"['dripdripwayne', 'lot', 'lot', 'tweet']"
"['akrabalrgiremez', 'still', 'celebrating', '', '', 'love', 'twitter']"
"['emple', 'even', 'hornet', 'mom']"
"['yinlane', 'wow', 'love']"
"['crimemma', 'father', 'day']"
['lifesleepyhead']
"['haydencbarnes', 'truth', 'recognizes', 'truth']"
"['glowzhan', 'deliver', 'mom']"
"['chairmanwuntumi', 'cuz', 'said']"
"['itsmenieb', 'cited', 'referenced']"
"['nothing', 'cancel', 'mother', 'day']"
"['ethguk', 'first', 'mom', 'say', 'come', 'twitter']"
"['palucreepern', 'birthed', 'talent']"
"['lazyguytm', 'bother', 'bother', 'bother', 'bother', 'bother', 'bother', 'bother']"
"['vmiwn', 'consider']"
"['iiasiut', 'mom', 'fancam', 'incoming', 'prove']"
"['gguksbubbletea', 'know', '👀']"
"['fcbsiaaaa', 'gift', 'day']"
"['astonsmithsays', 'say', 'mother', 'day']"
"['pwidycynty', 'another', 'winner']"
"['notdecus', 'anyone', 'who', 'ever', 'taught', 'u', 'anything']"
"['mom', 'tweet', 'best', 'tweets\nhttpstconqhuiltfs']"
"['payformycoffee', 'wish', 'secret']"
"['vellvet', 'add', 'proficient', 'multitasker', 'resume']"
"['getfiscal', 'live', 'life']"
"['ikonida', 'smiling', 'looking', 'tweet']"
"['spongbobfacts', 'spongebob', 'fact', 'patrick', 'father', 'time']"
"['isxxctweets', 'dinner', 'breakfast']"
"['etherealbhatt', 'summertime', 'sadness']"
"['moonchildpjms', 'time', 'listen']"
"['goingsupernova', 'fundamental']"
"['desimojito', 'x', 'equal', 'time']"
"['malaytripathi', 'time', 'knowledge']"
"['innerchildughh', 'hold', 'consulting', 'sun']"
"['zkdlin', 'time']"
"['estherwuff', 'time', 'doesnt', 'exist']"
"['pabszn', 'ok', 'define', 'fast']"
"['eighty', 'according']"
"['lighttophat', 'confirm', 'took', 'time', 'read']"
"['itsmenieb', 'okay', 'got', 'dictionary']"
"['gxsnskzv', '']"
"['joonsarks', 'universe']"
['bubiboy']
['time']
"['orbitstruggle', 'httpstcovhgkacoh']"
"['imaustinrayce', 'hows', 'day']"
"['casey', 'httpstcokqskgtezq']"
"['charlidamelio', 'happy', 'birthday', 'check', 'mail', 'tomorrow', '👀']"
"['bigtza', 'httpstcotuvbsys']"
"['seokjinsized', 'ok', 'anything']"
"['farfromhc', 'sorry', 'find', 'like']"
"['zsilentavenger', 'see', 'empty', 'httpstconkkxklghk']"
"['baggadaku', 'even', 'know', 'help']"
"['yourlocalheroo', 'laughed']"
"['hanamlyaa', 'forcing', 'play', 'hard']"
"['seokjinsized', 'fix', 'manner', '☺️']"
"['chanelletime', 'trying', 'figure', 'tell', 'really', 'feel']"
"['diekox', 'excuse', 'excuse']"
"['klmnamjuun', 'mean', 'worth', 'bro']"
"['highlighter', 'boom']"
"['vmiwn', 'fine', 'line', 'hate', 'love']"
"['tochukwumazi', 'exactly']"
"['lighthedarkness', 'tonight', 'different', 'night']"
"['nasasfenty', 'ok', 'whats', '', 'well', 'tell', 'respond']"
"['iamritsingh', 'yeah', 'unplug', 'router', 'try']"
"['dm', 'fine', 'hasn’t', 'responded']"
"['allurejimin', 'daydream']"
"['chimbootyy', 'want', 'dream', 'blackpink']"
"['gautmaxxmusic', 'wait', 'real']"
"['ajeeebsi', 'backstroke']"
"['njgov', 'pineapple', 'yn']"
"['jhopecena', 'dream', 'seen', 'others']"
"['yotes', 'ok', 'least', 'teeth', 'normal']"
"['aliyuuthman', 'let', 'say', 'recommend', 'keeping', 'limb', 'inside', 'bed']"
"['hananiuwu', 'need', 'subscribe', 'dream', 'channel', 'come']"
"['nmricksps', '', 'gone', 'minute', 'tweet', 'wake']"
"['goldenlily', 'better', 'giant', 'chicken', 'nugget']"
"['queenarnice', 'wouldnt', 'like', 'know']"
['divsrk']
"['ahmedwaqas', 'act', 'dream']"
"['numangursoy', 'control', 'one', 'gone', 'differently']"
"['floofdj', 'thing', 'private']"
"['aianac', 'well', 'stop']"
"['connorbroooks', 'ever', 'try', 'hopping', 'back', 'dream']"
"['weird', 'dream']"
"['rt', 'avkyz', '“shared', 'tweet', 'you”', 'gtgtgtgtgt']"
"['adwoadomfeh', 'need', 'chill']"
"['rwitkowski', 'still']"
"['timmy', 'like', 'battery', 'pack', 'body']"
"['btsworldwider', 'supporting', 'energy']"
"['theonlylone', 'thought', 'head', 'empty']"
"['aleabos', 'touché']"
"['ethanf', 'filling', 'void']"
"['minoootaur', 'twitter', 'notification', 'dream']"
"['sherol', 'pm', 'whenever', 'want']"
"['supbrewer', 'wanted', 'talk']"
"['daarkshadoww', 'yeah', 'taking', 'quick', 'nap']"
"['meetmarleen', 'tweet', 'sleep']"
"['fknsaturnian', 'good', 'know']"
"['mattbc', 'silly', 'u']"
"['stonemountain', 'wow', 'impressive']"
"['moemoola', 'yeah', 'know', 'audience']"
"['quilllifelight', 'ok', 'cool', 'pretend', 'didnt', 'see']"
"['coachgonzojr', 'talk', 'baby', 'went', 'bed', 'two', 'hour', 'ago']"
"['noyesseen', 'conversation', 'zero', 'hour', 'sleep']"
"['reecedeclan', 'see', 'sun', 'rising', 'httpstcopffsxjaeo']"
"['johnnjenga', 'know']"
"['mkachi', 'good', 'morning', 'happy', 'blursday']"
"['kungfulillz', '👀']"
"['sandywillimot', 'whats', 'day', 'time', 'speak']"
"['youravocadoph', 'yes']"
"['kungfulillz', 'yeah', 'like', 'bird']"
"['stormclouds', 'here', 'hoping', 'c']"
['iramizhasan']
"['samsheffer', 'gotta', 'set', 'example']"
"['bobayconner', 'thought']"
"['bourbonbellepr', 'nocturnal', 'bird', 'get', 'fish']"
"['mackieloveslou', 'people', 'wont', 'wait', 'morning', 'read']"
"['frimas', 'looked', 'shoe', 'knew']"
"['deadlyibbe', 'tow', 'pull', 'allnighter']"
"['lighthedarkness', 'formal', 'twitter', 'fine']"
['colleensteddy']
